TRACT2020,ALAND,AWATER,U202020010,U202020013,U202020020,U202020031,U202020033,U202020040,U202020070,U202021010,U202030020,U202030030,U202033010,U202060021,U202060022,U202060023,U202060024,U202062010,U202065010,U202065015,U202065017,U202070010,U202070030,U202070040,U202070060,U202072010,U202020050,U202081021,U202081022,U202090012,C202010020,C202010030,C202010040,C202020010,C202020020,C202020031,C202020050,C202021010,C202030010,C202033010,C202033020,C202060010,C202062010,C202070010,C202070020,C202070050,C202070055,C202072010,C202081010,C202090011,C202090012,C202090021,C202090022,C202090031,C202090032,C202090091,C202090092,C202091011,C202091012,C202092023,H202010020,H202010030,H202020010,H202020012,H202020020,H202020040,H202021010,H202030011,H202033010,H202033025,H202060010,H202062010,H202070010,H202070020,H202070030,H202070040,H202070070,H202072010,H202072020,H202081011,H202090012,H202090093,H202091012,H202091093,H202092021,SETX,FIPSCNTY,airsite_tract,airsite_name
48113019042,6558430,14439,0.03216,0.14569,0.02279,-39203.0,-0.09878,-233600.0,1416.0,0.06724,0.72509,32.4,0.30484,0.0,0.19659,0.16391,0.17741,0.01567,0.54946,0.10104,0.48789,0.00533,0.0151,0.54127,2.53,0.00496,0.06587,0.17262,0.02514,21.656,5631.0,2217.0,2251.0,0.069,0.023,0.293,0.066,0.067,0.094,0.091,0.223,0.549,0.016,0.005,0.005,0.374,0.032,0.005,0.062,0.4572,32.78,0.4084,0.3132,0.4916,0.3534,0.0,0.0,2.0,2.0,1.0,5631.0,2217.0,0.03216,0.0,0.02279,233600.0,0.06724,0.1272,0.09653,0.08205,0.54875,0.01567,0.00533,0.00515,0.0151,0.46376,0.51,0.00496,0.01644,0.0,28.999999999999996,0.381,2.0,2.0,1.0,0.0,48113,0.0,
48113019050,3798802,46024,0.04661,0.51764,0.02575,-63622.0,-0.32804,-334600.0,1367.0,0.02419,0.90439,55.2,0.20859,0.0,0.09499,0.25,0.08942,0.03722,0.56714,0.00705,0.55444,0.0,0.0,0.0388,2.85,0.0,0.10922,0.09062,0.0,52.967,3232.0,1134.0,1134.0,0.047,0.026,0.146,0.109,0.024,0.268,0.021,0.188,0.471,0.037,0.0,0.0,0.0,0.012,0.0,0.13,0.1261,8.129999999999999,0.0959,0.0728,0.1202,0.077,1.0,1.0,1.0,1.0,1.0,3232.0,1134.0,0.04661,0.0,0.02575,334600.0,0.02419,0.3933,0.05996,0.069,0.47092,0.03722,0.0,0.0,0.0,0.02908,0.87831,0.0,0.03353,0.0,18.0,0.311,1.0,1.0,1.0,0.0,48113,0.0,
48113019052,1470953,0,0.10072,0.0,0.05071,-51885.0,-0.0,-336990.0,1610.0,0.0,0.50719,27.6,1.0,0.0,0.14388,0.15108,0.31295,0.0,0.45144,0.09792,0.47009,0.0,0.3906,1.0,1.65,0.0,0.10252,0.04915,0.0,1.143,556.0,337.0,553.0,0.117,0.051,0.3,0.103,0.0,0.0,0.0,0.056,0.633,0.0,0.0,0.0,0.951,0.0,0.0,0.115,0.0724,6.68,0.0438,0.0469,0.0348,0.031,1.0,1.0,1.0,1.0,1.0,556.0,337.0,0.10072,0.0,0.05071,-1.0,0.0,0.0,0.06825,0.05576,0.63309,0.0,0.0,0.0,0.3906,1.0,0.13201,0.0,0.0,0.0,9.1,0.239,1.0,1.0,1.0,0.0,48113,0.0,
48113019053,3283601,0,0.06295,0.02202,0.01689,-60471.0,-0.03497,-272094.0,1409.0,0.04681,0.52058,29.9,0.75309,0.0,0.24778,0.13559,0.10412,0.03566,0.46973,0.07902,0.50191,0.0,0.21465,0.99611,1.6,0.02461,0.03471,0.03149,0.0334,1.2890000000000001,1239.0,772.0,983.0,0.082,0.017,0.337,0.035,0.047,0.024,0.079,0.084,0.516,0.036,0.0,0.0,0.95,0.006,0.025,0.075,0.1758,14.399999999999999,0.1376,0.1317,0.1247,0.1038,1.0,1.0,1.0,1.0,1.0,1239.0,772.0,0.06295,0.00389,0.01689,-1.0,0.04681,0.02073,0.07902,0.02663,0.51574,0.03566,0.0,0.0,0.21465,0.99596,0.10682,0.02461,0.01908,0.10492,36.199999999999996,0.419,2.0,2.0,1.0,0.0,48113,0.0,
48113019039,4532728,0,0.11763,0.36294,0.01733,-34703.0,-0.08711,-259300.0,1258.0,0.16078,0.72782,35.1,0.40446,0.0,0.08168,0.08815,0.31598,0.10594,0.48099,0.12212,0.47112,0.0,0.03542,0.36251,3.1,0.0538,0.10606,0.15875,0.05434,48.615,7260.0,2342.0,2428.0,0.247,0.017,0.337,0.106,0.161,0.158,0.093,0.295,0.505,0.106,0.0,0.001,0.196,0.098,0.054,0.163,0.8259,69.8,0.8288,0.7261,0.8573,0.7311,1.0,0.0,4.0,3.0,0.0,7260.0,2342.0,0.11763,0.01324,0.01733,259300.0,0.16078,0.30487,0.16268,0.08857,0.50496,0.10594,0.0,0.00069,0.03542,0.35148,0.90115,0.0538,0.02043,0.03715,71.8,0.624,3.0,3.0,1.0,0.0,48113,0.0,
48113019213,643507,0,0.36121,0.29625,0.12343,-16303.0,-0.0,-220358.0,998.0,0.26879,0.69325,33.5,0.6158,0.0,0.21506,0.0414,0.60211,0.30512,0.46013,0.09314,0.35398,0.0,0.10996,0.97736,2.33,0.28525,0.40789,0.41069,0.12647,71.121,3599.0,1546.0,1737.0,0.493,0.123,0.586,0.408,0.269,0.162,0.072,0.227,0.865,0.305,0.0,0.0,0.813,0.071,0.285,0.139,0.9673,93.86,0.9651,0.9401,0.9708,0.9443,8.0,7.0,4.0,4.0,1.0,3599.0,1546.0,0.36121,0.09702,0.12343,-1.0,0.26879,0.29948,0.14618,0.07113,0.86468,0.30512,0.0,0.0,0.10996,0.97944,0.96488,0.28525,0.02983,0.29107,99.2,0.9,4.0,4.0,1.0,0.0,48113,0.0,
48335950200,376796319,5237518,0.12651,0.39826,0.0317,-20381.0,-0.05969,-66500.0,653.0,0.15316,0.56253,33.2,0.25272,0.00441,0.11001,0.00851,0.46057,0.06522,0.35147,0.04178,0.44584,0.05673,0.33824,0.19805,2.57,0.02116,0.18416,0.24699,0.15022,38.227,6581.0,1843.0,2785.0,0.216,0.032,0.17,0.184,0.153,0.15,0.027,0.199,0.599,0.065,0.057,0.281,0.049,0.09,0.021,0.161,0.7575,62.050000000000004,0.741,0.6202,0.7915,0.652,1.0,1.0,4.0,3.0,0.0,6581.0,1843.0,0.12651,0.05697,0.0317,66500.0,0.15316,0.29734,0.06294,0.06108,0.599,0.06522,0.05673,0.2805,0.33824,0.10454,0.95512,0.02116,0.0,0.26967,58.8,0.546,3.0,3.0,1.0,0.0,48335,0.0,
48099010502,2944297,0,0.20561,0.0,0.28333,-14116.0,-0.00295,-120700.0,1195.0,0.03325,0.70421,22.6,0.09123,0.0,0.15822,0.01871,0.27708,0.00244,0.50234,0.05015,0.62403,0.00248,0.43874,0.99558,3.73,0.0,0.02425,0.24806,0.0969,18.872,2566.0,678.0,1208.0,0.387,0.283,0.409,0.024,0.033,0.0,0.055,0.448,0.507,0.002,0.002,0.014,0.0,0.003,0.0,0.072,0.412,33.4,0.3672,0.3243,0.3267,0.2648,2.0,2.0,2.0,2.0,1.0,2566.0,678.0,0.20561,0.0,0.10771,-1.0,0.03325,0.0,0.07522,0.20187,0.50663,0.00244,0.00248,0.01442,0.43874,0.99723,0.96109,0.0,0.0,0.0,30.599999999999998,0.388,2.0,2.0,1.0,0.0,48099,0.0,
48099010804,3509319,0,0.13628,0.38056,0.07114,-22930.0,-0.00771,-99700.0,836.0,0.1141,0.68115,36.7,0.45253,0.00316,0.13665,0.00342,0.22275,0.02698,0.49289,0.16894,0.50306,0.0,0.11998,0.60581,2.25,0.13989,0.22364,0.30637,0.05086,45.568,3798.0,1687.0,1917.0,0.207,0.071,0.31,0.224,0.114,0.145,0.128,0.192,0.423,0.027,0.0,0.0,0.28,0.037,0.14,0.243,0.7898,62.970000000000006,0.7971,0.655,0.8082,0.644,2.0,2.0,4.0,3.0,0.0,3798.0,1687.0,0.13628,0.05276,0.06667,99700.0,0.1141,0.25489,0.13278,0.04371,0.42259,0.02698,0.0,0.0,0.11998,0.54107,0.97392,0.13989,0.0,0.18494,67.5,0.596,3.0,3.0,1.0,0.0,48099,0.0,
48099010803,6955649,0,0.04147,0.33653,0.05106,-28679.0,-0.04072,-149700.0,1444.0,0.07147,0.70407,37.7,0.21809,0.00416,0.17082,0.06068,0.14339,0.01271,0.50956,0.13413,0.50051,0.0089,0.07119,0.17246,2.88,0.0,0.06103,0.16041,0.02234,39.722,2406.0,835.0,899.0,0.059,0.051,0.22,0.061,0.071,0.143,0.018,0.27,0.449,0.013,0.009,0.0,0.0,0.012,0.0,0.228,0.2873,18.84,0.2485,0.1796,0.248,0.1629,1.0,1.0,2.0,1.0,0.0,2406.0,835.0,0.04147,0.02874,0.04814,149700.0,0.07147,0.22515,0.0982,0.05154,0.44888,0.01271,0.0089,0.0,0.07119,0.2049,0.79978,0.0,0.01265,0.04551,29.799999999999997,0.385,2.0,2.0,1.0,0.0,48099,0.0,
48099010201,7711913,17659,0.62147,0.0,0.0,-2317.0,-0.0,-113936.0,667.0,0.28802,0.67012,39.9,0.0,0.00126,0.24211,0.00758,0.29566,0.02263,0.64246,0.0,0.17544,0.21429,0.0,0.0,3.0,0.0,0.32275,0.5614,0.0,88.469,7918.0,14.0,14.0,0.684,0.0,0.0,0.323,0.288,0.027,0.0,0.008,0.681,0.023,0.214,0.995,0.0,0.0,0.0,0.228,0.4247,35.04,0.3628,0.3182,0.4199,0.3418,6.0,3.0,2.0,2.0,1.0,7918.0,14.0,0.62147,0.0,0.0,-1.0,0.28802,0.0,0.0,0.00088,0.68073,0.02263,0.21429,0.9947,0.0,0.0,0.71429,0.0,0.0,0.28571,5.4,0.197,1.0,1.0,1.0,0.0,48099,0.0,
48113013726,1585064,8702,0.14835,0.22978,0.05709,-50961.0,-0.15722,-345400.0,1477.0,0.04932,0.8405,40.9,0.47492,0.0,0.04661,0.126,0.34122,0.05761,0.52622,0.09826,0.41633,0.0,0.10122,0.51096,2.08,0.02419,0.13948,0.07483,0.05238,30.696,2746.0,1323.0,1472.0,0.225,0.057,0.33,0.139,0.049,0.231,0.038,0.218,0.562,0.058,0.0,0.0,0.232,0.086,0.024,0.04,0.5881,42.480000000000004,0.5501,0.4129,0.5775,0.4133,0.0,1.0,3.0,2.0,0.0,2746.0,1323.0,0.14835,0.00529,0.05709,345400.0,0.04932,0.34165,0.10733,0.08339,0.56154,0.05761,0.0,0.0,0.10122,0.55717,0.81861,0.02419,0.02119,0.02494,64.60000000000001,0.582,3.0,3.0,1.0,0.0,48113,0.0,
48113016624,7521371,23955,0.0373,0.22464,0.13845,-25975.0,-0.00634,-166200.0,1372.0,0.05157,0.64317,36.3,0.21921,0.0,0.77797,0.0,0.05639,0.00631,0.52952,0.16486,0.54855,0.0043,0.05073,0.3587,3.08,0.0308,0.11836,0.26763,0.02254,28.233999999999998,3405.0,1104.0,1163.0,0.123,0.138,0.357,0.118,0.052,0.092,0.074,0.264,0.846,0.006,0.004,0.0,0.014,0.0,0.031,0.126,0.4948,38.2,0.4189,0.3294,0.4598,0.3477,1.0,1.0,2.0,2.0,1.0,3405.0,1104.0,0.0373,0.00634,0.13845,166200.0,0.05157,0.1558,0.09511,0.02203,0.84611,0.00631,0.0043,0.0,0.05073,0.3395,0.63715,0.0308,0.00297,0.13496,30.2,0.387,2.0,2.0,1.0,0.0,48113,0.0,
48113016622,5383282,0,0.14151,0.20741,0.04291,-20950.0,-0.00883,-159600.0,1402.0,0.12797,0.59382,31.9,0.49296,0.0,0.49915,0.0,0.27626,0.05021,0.49312,0.33716,0.5135,0.01478,0.01478,0.22595,3.65,0.0203,0.12292,0.08558,0.03362,36.22,4141.0,1133.0,1150.0,0.233,0.043,0.276,0.123,0.128,0.058,0.079,0.288,0.793,0.05,0.015,0.0,0.0,0.035,0.02,0.184,0.6462,46.27,0.594,0.4184,0.6273,0.4407,0.0,0.0,3.0,2.0,0.0,4141.0,1133.0,0.14151,0.00883,0.04291,159600.0,0.12797,0.11827,0.21624,0.04298,0.79305,0.05021,0.01478,0.0,0.01478,0.18957,0.66783,0.0203,0.02479,0.08385,44.3,0.463,2.0,2.0,1.0,0.0,48113,0.0,
48305950400,1192562982,3053626,0.13131,0.39923,0.02244,-28077.0,-0.03444,-143900.0,930.0,0.16079,0.69128,39.8,0.26712,0.0,0.00192,0.00336,0.36385,0.01622,0.47747,0.12245,0.42842,0.11035,0.10808,0.2551,2.66,0.05357,0.10908,0.12022,0.04918,52.44,2086.0,784.0,879.0,0.241,0.022,0.216,0.109,0.161,0.16,0.087,0.272,0.376,0.016,0.11,0.0,0.049,0.01,0.054,0.181,0.6827,49.1,0.6808,0.51,0.6524,0.4555,0.0,0.0,3.0,2.0,0.0,2086.0,784.0,0.13131,0.02679,0.02232,143900.0,0.16079,0.31888,0.09949,0.05417,0.37632,0.01622,0.11035,0.0,0.10808,0.22771,0.77929,0.05357,0.0,0.1926,46.2,0.474,2.0,2.0,1.0,0.0,48305,0.0,
48305950600,1085582787,761063,0.08675,0.40202,0.00718,-29752.0,-0.05455,-82400.0,783.0,0.2377,0.7337,38.6,0.2,0.0,0.00477,0.01828,0.4531,0.03541,0.45548,0.09697,0.43761,0.01558,0.22897,0.27071,2.54,0.03636,0.1399,0.18626,0.07414,65.568,1258.0,495.0,642.0,0.292,0.007,0.139,0.14,0.238,0.199,0.065,0.295,0.476,0.035,0.016,0.0,0.033,0.051,0.036,0.214,0.737,55.16,0.7293,0.5658,0.7308,0.5387,0.0,1.0,3.0,3.0,1.0,1258.0,495.0,0.08675,0.05051,0.00718,82400.0,0.2377,0.32121,0.07273,0.07949,0.47615,0.03541,0.01558,0.0,0.22897,0.26153,0.96885,0.03636,0.0,0.17172,57.4,0.538,3.0,3.0,1.0,0.0,48305,0.0,
48305950500,31779078,355029,0.22129,0.41304,0.06235,-22139.0,-0.0337,-76300.0,619.0,0.24219,0.73603,37.7,0.30982,0.00157,0.01062,0.00039,0.55625,0.01734,0.50669,0.13804,0.43832,0.01404,0.19298,0.37391,2.7,0.09457,0.16727,0.1741,0.07874,77.24499999999999,2542.0,920.0,1140.0,0.473,0.062,0.29,0.167,0.242,0.16,0.055,0.25,0.615,0.017,0.014,0.022,0.0,0.014,0.095,0.26,0.8776,72.17,0.8778,0.7355,0.858,0.693,2.0,1.0,4.0,3.0,0.0,2542.0,920.0,0.22129,0.08804,0.06199,76300.0,0.24219,0.32391,0.10978,0.06963,0.61487,0.01734,0.01404,0.02203,0.19298,0.34634,0.94211,0.09457,0.0,0.20652,83.5,0.706,4.0,4.0,1.0,0.0,48305,0.0,
48187210506,273248142,1480026,0.1274,0.28305,0.09437,-26555.0,-0.04082,-200200.0,1116.0,0.08422,0.72374,44.9,0.22959,0.0,0.04516,0.0,0.41047,0.0,0.54249,0.04703,0.54843,0.2208,0.0984,0.26797,2.8,0.00799,0.08153,0.10354,0.0481,48.762,3189.0,1127.0,1250.0,0.207,0.094,0.308,0.082,0.084,0.148,0.08,0.227,0.458,0.0,0.221,0.012,0.0,0.019,0.008,0.174,0.6283,49.16,0.6084,0.4959,0.6057,0.4644,1.0,0.0,3.0,2.0,0.0,3189.0,1127.0,0.1274,0.00089,0.09437,200200.0,0.08422,0.20497,0.07986,0.03355,0.45814,0.0,0.2208,0.01223,0.0984,0.19619,0.684,0.00799,0.00403,0.08607,29.599999999999998,0.384,2.0,2.0,1.0,0.0,48187,0.0,
48113010903,2834378,0,0.21161,0.07981,0.05998,-18127.0,-0.0,-148700.0,929.0,0.11584,0.81245,28.7,0.68223,0.00075,0.62566,0.0005,0.28407,0.07828,0.65491,0.27531,0.66946,0.0,0.09676,0.82378,2.14,0.16069,0.22481,0.16475,0.0863,61.05500000000001,3999.0,1867.0,2067.0,0.343,0.06,0.619,0.225,0.116,0.049,0.212,0.337,0.962,0.078,0.0,0.002,0.459,0.05,0.161,0.165,0.9576,91.3,0.9501,0.9007,0.9629,0.9197,6.0,4.0,4.0,4.0,1.0,3999.0,1867.0,0.21161,0.0075,0.05998,148700.0,0.11584,0.07981,0.24264,0.10878,0.96224,0.07828,0.0,0.00175,0.09676,0.77355,0.89647,0.16069,0.0168,0.27691,89.3,0.752,4.0,4.0,1.0,0.0,48113,0.0,
48113001703,678997,0,0.14927,0.0467,0.00872,-85748.0,-0.13157,-466500.0,1726.0,0.01588,0.56541,29.4,0.10169,0.0,0.03525,0.12118,0.14239,0.0,0.50427,0.00539,0.45249,0.0,0.11522,0.76605,1.63,0.00404,0.00661,0.04768,0.01048,0.835,3631.0,2227.0,2517.0,0.156,0.009,0.239,0.007,0.016,0.049,0.0,0.051,0.365,0.0,0.0,0.0,0.781,0.0,0.004,0.032,0.0058,0.83,0.003,0.0076,0.0105,0.0163,1.0,1.0,1.0,1.0,1.0,3631.0,2227.0,0.14927,0.0,0.00872,466500.0,0.01588,0.0467,0.00539,0.01239,0.36546,0.0,0.0,0.0,0.11522,0.77637,0.55185,0.00404,0.00507,0.0,9.8,0.245,1.0,1.0,1.0,0.0,48113,0.0,
48113019212,282125,0,0.30136,0.05888,0.1004,-12872.0,-0.0,-166142.0,940.0,0.69185,0.59394,24.3,0.58065,0.0,0.06537,0.0,0.90779,0.48253,0.45655,0.30543,0.31808,0.00718,0.13248,1.0,3.46,0.15455,0.5663,0.39062,0.27567,95.238,3763.0,1087.0,1253.0,0.601,0.1,0.527,0.566,0.692,0.004,0.171,0.409,0.994,0.483,0.007,0.0,0.686,0.32,0.155,0.03,0.9815,97.96000000000001,0.9766,0.9758,0.98,0.9796,10.0,11.0,4.0,4.0,1.0,3763.0,1087.0,0.30136,0.0,0.1004,-1.0,0.69185,0.01472,0.36431,0.13314,0.99389,0.48253,0.00718,0.0,0.13248,1.0,1.0,0.15455,0.01645,0.43238,92.4,0.783,4.0,4.0,1.0,0.0,48113,0.0,
48121020118,41553950,33334590,0.1108,0.22292,0.08492,-27721.0,-0.02109,-200600.0,1086.0,0.13438,0.79039,39.0,0.30164,0.00534,0.03639,0.0,0.27427,0.04815,0.57089,0.12942,0.53132,0.04504,0.0,0.40365,2.81,0.01938,0.27679,0.17659,0.05991,65.158,5057.0,1754.0,1754.0,0.115,0.085,0.221,0.277,0.134,0.139,0.068,0.238,0.35,0.048,0.045,0.026,0.066,0.04,0.019,0.106,0.7648,62.46000000000001,0.7769,0.6633,0.7931,0.6514,1.0,0.0,4.0,3.0,0.0,5057.0,1754.0,0.1108,0.0,0.08492,200600.0,0.13438,0.24059,0.1049,0.08009,0.35041,0.04815,0.04504,0.0265,0.0,0.38127,0.72805,0.01938,0.0,0.10091,42.6,0.454,2.0,2.0,1.0,0.0,48121,0.0,
48121021528,1083619,0,0.01367,0.11348,0.04006,-56261.0,-0.43525,-393600.0,2972.0,0.01525,0.5918,34.4,0.1056,0.00352,0.00469,0.09531,0.08477,0.00586,0.48008,0.04806,0.38189,0.0,0.0,0.0494,3.42,0.0,0.04922,0.06693,0.01417,4.249,2560.0,749.0,749.0,0.016,0.04,0.039,0.049,0.015,0.045,0.065,0.363,0.226,0.006,0.0,0.0,0.0,0.0,0.0,0.023,0.0168,0.69,0.0139,0.0085,0.0162,0.0075,1.0,1.0,1.0,1.0,1.0,2560.0,749.0,0.01367,0.0,0.04006,393600.0,0.01525,0.10414,0.06542,0.06641,0.22578,0.00586,0.0,0.0,0.0,0.06133,0.14953,0.0,0.0,0.0,1.5,0.108,1.0,1.0,1.0,0.0,48121,0.0,
48121021535,4354562,309405,0.01921,0.82353,0.10282,-47099.0,-0.01835,-344400.0,1779.0,0.01674,1.29179,72.2,,0.0,0.02443,0.0,0.03898,0.0,0.49108,0.01694,0.63574,0.01082,0.0,0.05741,1.71,0.0,0.02718,0.13643,0.0,93.905,3643.0,2125.0,2125.0,0.08,0.103,0.401,0.027,0.017,0.801,0.0,0.0,0.082,0.0,0.011,0.0,0.0,0.0,0.0,0.22,0.1025,12.139999999999999,0.1196,0.1448,0.1062,0.1219,2.0,2.0,1.0,1.0,1.0,3643.0,2125.0,0.01921,0.02259,0.10282,344400.0,0.01674,0.81553,0.0,0.0,0.08235,0.0,0.01082,0.0,0.0,0.0398,0.02212,0.0,0.01774,0.02212,17.8,0.31,1.0,1.0,1.0,0.0,48121,0.0,
48121020311,4864785,160404,0.00732,0.12213,0.0,-52694.0,-0.03553,-260800.0,1384.0,0.06269,0.66471,38.8,0.22093,0.0,0.07211,0.1358,0.14714,0.0056,0.45278,0.10955,0.36714,0.01314,0.0657,0.80533,2.02,0.01184,0.11567,0.10915,0.00937,6.666999999999999,2732.0,1351.0,1446.0,0.024,0.0,0.209,0.116,0.063,0.128,0.042,0.173,0.378,0.006,0.013,0.0,0.476,0.007,0.012,0.105,0.2124,14.66,0.1844,0.1476,0.2058,0.1463,1.0,1.0,1.0,1.0,1.0,2732.0,1351.0,0.00732,0.0,0.0,260800.0,0.06269,0.094,0.04219,0.08419,0.37775,0.0056,0.01314,0.0,0.0657,0.77123,0.51314,0.01184,0.0,0.03257,11.700000000000001,0.264,1.0,1.0,1.0,0.0,48121,0.0,
48121021410,12778250,2540673,0.04795,0.23217,0.02862,-51074.0,-0.30788,-367300.0,1685.0,0.02221,0.61472,45.1,0.14402,0.0,0.04589,0.0802,0.04196,0.00638,0.469,0.05444,0.43408,0.0,0.01843,0.17772,3.03,0.00876,0.08351,0.1935,0.0158,9.099,4838.0,1598.0,1628.0,0.061,0.029,0.106,0.084,0.022,0.118,0.024,0.164,0.2,0.006,0.0,0.0,0.023,0.0,0.009,0.087,0.0195,1.6099999999999999,0.0173,0.018,0.0213,0.0177,0.0,0.0,1.0,1.0,1.0,4838.0,1598.0,0.04795,0.02128,0.02862,367300.0,0.02221,0.20964,0.03317,0.0277,0.19988,0.00638,0.0,0.0,0.01843,0.15957,0.24816,0.00876,0.0,0.0,3.5000000000000004,0.162,1.0,1.0,1.0,0.0,48121,0.0,
48121021413,2482977,15045,0.07011,0.10714,0.01265,-34843.0,-0.05918,-227900.0,2191.0,0.02809,0.49077,33.1,0.22478,0.0,0.01002,0.00876,0.07261,0.00618,0.41189,0.07449,0.37213,0.0,0.0,0.1398,3.26,0.0,0.07825,0.13775,0.08916,5.5969999999999995,3195.0,980.0,980.0,0.078,0.013,0.195,0.078,0.028,0.04,0.041,0.238,0.131,0.006,0.0,0.0,0.0,0.0,0.0,0.091,0.0145,0.4,0.0153,0.0069,0.0113,0.0025,0.0,0.0,1.0,1.0,1.0,3195.0,980.0,0.07011,0.0,0.01265,227900.0,0.02809,0.05102,0.07959,0.0385,0.13052,0.00618,0.0,0.0,0.0,0.18059,0.67857,0.0,0.0,0.03367,1.0,0.072,1.0,1.0,1.0,0.0,48121,0.0,
48121021411,12143361,17961958,0.07005,0.28826,0.05203,-29735.0,-0.03488,-202300.0,1202.0,0.17663,0.71747,36.9,0.42665,0.0114,0.02911,0.00832,0.42138,0.09799,0.5495,0.1395,0.5007,0.1614,0.03503,0.41068,2.64,0.0,0.23424,0.20546,0.07599,60.541999999999994,7454.0,2810.0,2912.0,0.26,0.052,0.27,0.234,0.177,0.128,0.124,0.248,0.482,0.098,0.161,0.003,0.144,0.046,0.0,0.123,0.8562,72.37,0.8646,0.7613,0.9016,0.779,1.0,0.0,4.0,3.0,0.0,7454.0,2810.0,0.07005,0.01032,0.05203,202300.0,0.17663,0.13986,0.14698,0.04025,0.48162,0.09799,0.1614,0.00295,0.03503,0.40864,0.65591,0.0,0.0,0.05231,27.0,0.368,2.0,2.0,1.0,0.0,48121,0.0,
48121021754,4687306,51786,0.0,0.15955,0.01717,-52824.0,-0.30112,-427100.0,2250.0,0.01739,0.74664,38.1,0.09152,0.0,0.04006,0.00774,0.1227,0.0,0.60346,0.04644,0.46917,0.00424,0.05654,0.02846,3.29,0.03446,0.00753,0.0853,0.0,19.546,4393.0,1335.0,1415.0,0.0,0.017,0.116,0.008,0.017,0.073,0.061,0.399,0.185,0.0,0.004,0.0,0.006,0.0,0.034,0.061,0.0269,4.37,0.0251,0.0555,0.0274,0.0438,1.0,1.0,1.0,1.0,1.0,4393.0,1335.0,0.0,0.0,0.01709,427100.0,0.01739,0.13483,0.06142,0.07011,0.18507,0.0,0.00424,0.0,0.05654,0.02458,0.09753,0.03446,0.00576,0.03446,10.5,0.252,1.0,1.0,1.0,0.0,48121,0.0,
48121020312,18145322,180557,0.07209,0.13097,0.04041,-45037.0,-0.10324,-388700.0,1229.0,0.03352,0.65878,33.5,0.19824,0.01194,0.01482,0.06944,0.13291,0.00219,0.51504,0.08791,0.48311,0.0,0.06146,0.48732,2.67,0.00472,0.01393,0.06277,0.01708,9.612,4522.0,1695.0,1806.0,0.097,0.04,0.186,0.014,0.034,0.054,0.075,0.308,0.257,0.002,0.0,0.0,0.377,0.027,0.005,0.098,0.1709,13.62,0.1603,0.1495,0.1829,0.1494,2.0,0.0,1.0,1.0,1.0,4522.0,1695.0,0.07209,0.0,0.04041,388700.0,0.03352,0.07906,0.07965,0.08934,0.25652,0.00219,0.0,0.0,0.06146,0.38589,0.15615,0.00472,0.0,0.01593,6.5,0.21,1.0,1.0,1.0,0.0,48121,0.0,
48121020322,26001596,128311,0.03719,0.16667,0.06203,-56619.0,-0.20513,-329800.0,1545.0,0.10351,0.63315,37.1,0.08981,0.0,0.01045,0.02939,0.18872,0.04067,0.47159,0.06808,0.44235,0.14509,0.01738,0.145,3.17,0.0221,0.1156,0.10169,0.01889,13.48,7180.0,2262.0,2302.0,0.053,0.062,0.135,0.116,0.104,0.107,0.037,0.283,0.275,0.041,0.145,0.0,0.029,0.006,0.022,0.093,0.3834,26.540000000000003,0.3735,0.2863,0.4272,0.2957,0.0,0.0,2.0,2.0,1.0,7180.0,2262.0,0.03719,0.0,0.06203,329800.0,0.10351,0.1565,0.04907,0.05487,0.27479,0.04067,0.14509,0.0,0.01738,0.12061,0.52129,0.0221,0.0,0.03714,8.9,0.236,1.0,1.0,1.0,0.0,48121,0.0,
48121021537,6991140,7007491,0.05014,0.16107,0.05534,-40109.0,-0.14055,-280800.0,1968.0,0.03469,0.75193,34.7,0.1415,0.0,0.09551,0.10913,0.1936,0.03217,0.52466,0.06219,0.49595,0.02435,0.0213,0.15112,3.38,0.00124,0.08465,0.08254,0.00921,27.810000000000002,5434.0,1608.0,1643.0,0.094,0.055,0.205,0.085,0.035,0.097,0.03,0.268,0.434,0.032,0.024,0.0,0.0,0.018,0.001,0.053,0.2138,13.8,0.1796,0.1346,0.2216,0.1479,0.0,0.0,1.0,1.0,1.0,5434.0,1608.0,0.05014,0.00124,0.05534,280800.0,0.03469,0.09204,0.06468,0.13047,0.43357,0.03217,0.02435,0.0,0.0213,0.16213,0.15094,0.00124,0.0,0.01493,12.0,0.267,1.0,1.0,1.0,0.0,48121,0.0,
48121021422,5255960,28798,0.0485,0.37762,0.07172,-41724.0,-0.11986,-265300.0,2139.0,0.03709,0.77873,42.1,0.10426,0.0,0.00122,0.06026,0.17492,0.00861,0.53574,0.04838,0.47996,0.0,0.06356,0.2657,2.93,0.06715,0.0485,0.1492,0.02414,34.344,4099.0,1385.0,1479.0,0.048,0.072,0.208,0.048,0.037,0.206,0.035,0.202,0.257,0.009,0.0,0.01,0.057,0.0,0.067,0.166,0.3423,27.68,0.3349,0.301,0.3393,0.2746,0.0,0.0,2.0,2.0,1.0,4099.0,1385.0,0.0485,0.0231,0.07172,265300.0,0.03709,0.27653,0.03538,0.03659,0.25714,0.00861,0.0,0.00951,0.06356,0.2436,0.32522,0.06715,0.00505,0.02238,31.7,0.394,2.0,2.0,1.0,0.0,48121,0.0,
